unique_id,type,group1_id,group2_id,date,description,group1_name,group2_name
1523,spl,149,605,1992-00-00,"Sometime in the early 1990s, the Revolutionary Proletarian Army (RPA) formed as a splinter group of the Communist Party of the Philippines-New People's Army (CPP-NPA) because of ideological and tactical disagreements within the CPP-NPA. The exact year of the RPA's split is unclear.",Communist Party of the PhilippinesNew People's Army,Revolutionary Proletarian Army
1525,riv,379,152,2/9/13,"After especially violent clashes between the Moro National Liberation Front (MNLF) and the Abu Sayyaf Group (ASG), MNLF leader Nur Misuari announced that his group would no longer tolerate ASG activities in the Philippines' Sulu province and planned to eliminate the ASG from the area.",Moro National Liberation Front,Abu Sayyaf Group
1521,riv,149,599,1993-00-00,"The relationship between the Alex Boncayao Brigade (ABB) and the Communist Party of the Philippines-New People's Army (CPP-NPA) has been hostile, with clashes between the two groups since the former broke away from the latter in the early 1990s.",Communist Party of the PhilippinesNew People's Army,Alex Boncayao Brigade
1529,all,379,309,10/14/14,"The Moro National Liberation Front (MNLF) and the Moro Islamic Liberation Front (MILF) signed an agreement establishing the Bangsamoro Coordination Forum (BCF), an attempt to coordinate MNLF-MILF efforts in promoting the welfare of Filipino Muslims. The agreement was signed under the auspices of the Organization of Islamic Cooperation (OIC).",Moro National Liberation Front,Moro Islamic Liberation Front
1531,riv,379,309,5/16/13,Moro National Liberation Front (MNLF) members and Moro Islamic Liberation Front (MILF) members clashed in the province of Cotabato. Fighting between the MNLF and the MILF erupted sporadically throughout 2013.,Moro National Liberation Front,Moro Islamic Liberation Front
1533,all,379,152,2015-08-00,"Members of the Moro National Liberation Front (MNLF) allegedly joined the Abu Sayyaf Group (ASG) in a clash with Philippine forces in Indanan, Sulu.",Moro National Liberation Front,Abu Sayyaf Group
1535,all,309,601,1/25/15,Moro Islamic Liberation Front (MILF) members and Bangsamoro Islamic Freedom Fighters (BIFF) members were involved in an attack on Philippine forces that killed forty-four government troops. The troops were conducting a military operation in an area of Maguindanao dominated by the MILF and the BIFF.,Moro Islamic Liberation Front,Bangsamoro Islamic Freedom Fighters
1537,riv,152,309,2/8/15,The Abu Sayyaf Group (ASG) attacked members of the Moro Islamic Liberation Front (MILF) on the island of Basilan. Government forces rescued the MILF members from the siege.,Abu Sayyaf Group,Moro Islamic Liberation Front
1539,all,152,309,2005-01-00,A group that included one hundred Moro Islamic Liberation Front (MILF) fighters and some Abu Sayyaf Group (ASG) fighters attacked Philippine forces in the province of Maguindanao. The attack resulted in the deaths of twenty-three government soldiers.,Abu Sayyaf Group,Moro Islamic Liberation Front
1547,all,609,21,2015-00-00,Ansar al-Islam Syria is believed to be cooperating with Al Qaeda and Jabhat al-Nusra in the Aleppo region of Syria against Assad regime forces and the Islamic State.,Ansar al-Islam Syria,Al Qaeda
1549,riv,609,1,2014-10-00,Unconfirmed reports suggest that Ansar al-Islam Syria has fought against IS in the Aleppo region of Syria.,Ansar al-Islam Syria,The Islamic State
1555,all,611,367,2012-09-00,The Al Mulathamun Battalion still swore its allegiance to Omar Mullah and the Taliban.,The Those Who Sign in Blood Brigade,The Taliban
1737,spl,637,65,1998-00-00,"In 1998, the GIA became divided over the issue of attacking civilians, and a group of militants, lead by Hassan Hattab, split to form the Salafist Group for Preaching and Combat (GSPC), which later changed its name to Al Qaeda in the Islamic Maghreb (AQIM).",Groupe Islamique Armé,Al Qaeda in the Islamic Maghreb
1559,all,613,21,2013-08-00,"Al Murabitoun swore allegiance to Al Qaeda (AQ) and allegedly operated to a certain extent under AQ orders, although AQ never publicly acknowledged the group as an affiliate.",Al Murabitoun,Al Qaeda
1561,all,613,367,2013-11-00,Al Muabitoun swore allegiance to Omar Mullah and the Taliban.,Al Murabitoun,The Taliban
1563,aff,615,21,9/3/14,"AQ leader Aymenn al-Zawahiri announced the formation of a new AQ affiliate group, Al Qaeda in the Indian Subcontinent, in a video released on September 3, 2014.",Al Qaeda in the Indian Subcontinent,Al Qaeda
1565,all,615,219,9/3/14,"Several members of AQIS's senior leadership, most notably Shura Council member Imran Ali Siddiqi, are known leaders of Hakat-ul-Mujahedeen.",Al Qaeda in the Indian Subcontinent,Harakat-ul-Mujahedeen
1567,riv,591,609,2016-02-00,"In February 2016, AI-Syria and the Kurdistan Workers Party (PKK) clashed in the Ashrafiyeh neighborhood of Aleppo.",Kurdistan Workers Party,Ansar al-Islam Syria
1569,riv,1,143,2015-12-00,"IS claimed responsibility for a suicide bombing at a soccer game sponsored by AAH in a town south of Baghdad that killed 31 people, including 5 AAH members. While AAH has been very active against IS in Iraq, there have been no confirmed independent AAH attacks against IS in Syria.",The Islamic State,Asa'ib Ahl al-Haq
1571,aff,617,1,2014-08-00,"In 2014, lead of JAT, Abu Bakar Baasyir, declared allegiance to the Islamic State. Following this declaration, his sons split from JAT to create a new rival organization focused on implementing Shariah Law, as opposed to establishing a caliphate.",Jemaah Anshorut Tauhid,The Islamic State
1573,riv,617,251,2008-00-00,"In 2008, Abu Bakar Baasyir co-founder and leader of Jemmah Islamiya (JI), he split to form Jemaah Anshorut Tauhid (JAT) because of differences in strategy and tactics from the rest of the JI leadership.",Jemaah Anshorut Tauhid,Jemaah Islamiyah
1575,aff,1,251,2014-07-00,"Abu Bakar Baasyir, the co-founder of Jemaah Islamiyah pledged loyalty to IS in July 2014. However, it is uncertain if Baasyir is still the leader of JI because he broke with JI to form Jemaah Anshorut Tauhid (JAT) in 2008.",The Islamic State,Jemaah Islamiyah
1577,aff,601,1,2014-08-00,"In a series of video clips uploaded on YouTube, the Bangsamoro Islamic Freedom Fighters (BIFF) declared their allegiance to the Islamic State. The declaration was confirmed by a BIFF spokesman in a phone call with Agence France?Presse.",Bangsamoro Islamic Freedom Fighters,The Islamic State
1579,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action.",Islamic Movement of Uzbekistan,The Islamic State
1581,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action.",Islamic Movement of Uzbekistan,The Islamic State
1583,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action.",Islamic Movement of Uzbekistan,The Islamic State
1585,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action.",Islamic Movement of Uzbekistan,The Islamic State
1587,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action.",Islamic Movement of Uzbekistan,The Islamic State
1589,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action.",Islamic Movement of Uzbekistan,The Islamic State
1591,aff,409,1,2014-09-00,"In mid-September 2014, the leader of the Islamic Movement of Uzbekistan (IMU) announced that IMU supported the Islamic State. Because the statement was not an outright declaration of allegiance, analysts believe that it was mainly a diplomatic action.",Islamic Movement of Uzbekistan,The Islamic State
1593,all,409,1,2015-04-00,A branch of the Islamic Movement of Uzbekistan (IMU) declared unconditional allegiance to the Islamic State (IS). ,Islamic Movement of Uzbekistan,The Islamic State
1595,riv,1,435,5/13/16,IS claimed responsibility for an attack on soccer fans in the Shia town of Balad and the bombing of a nearby market.  The attacks led to reprisals on IS positions by the Badr Organization. ,The Islamic State,Badr Organization of Reconstruction and Development
1597,spl,361,619,2013-00-00,"Kata'ib Hezbollah and Asa'ib Ahl al-Haqq purportedly formed HN as a front group for routing fighters to Syria in 2013.  However, since that time the group begun to operate autonomously from KH and AAH, which have both begun sending fighters to Syria under their own banners.",Kata'ib Hezbollah,Harakat al-Nujaba
1599,spl,143,619,2013-00-00,"Kata'ib Hezbollah and Asa'ib Ahl al-Haqq purportedly formed HN as a front group for routing fighters to Syria in 2013.  However, since that time the group begun to operate autonomously from KH and AAH, which have both begun sending fighters to Syria under their own banners.",Asa'ib Ahl al-Haq,Harakat al-Nujaba
1673,riv,1,143,2015-01-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit."" While AAH has been very active against IS in Iraq, there have been no confirmed independent AAH attacks against IS in Syria.",The Islamic State,Asa'ib Ahl al-Haq
1675,riv,1,57,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",The Islamic State,Mahdi Army
1677,riv,1,629,2015-04-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",The Islamic State,Kataib Sayyid al-Shuhada
1905,riv,493,361,2015-11-00,Jabhat al-Nusra (Al-Nusra) captured two armored vehicles from Kata'ib Hezbollah (KH). KH later targeted Al-Nusra in an offensive in the Aleppo governorate.  ,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Kata'ib Hezbollah
1611,aff,619,81,2014-00-00, HN receives significant financial and military aid from Hezbollah and the two groups have often coordinated operations on the ground in Syria when fighting alongside the Assad regime,Harakat al-Nujaba,Hezbollah
1613,riv,1,619,2014-06-00,HN has fought against IS in both Iraq and Syria.  In Iraq its efforts against IS have mainly centered in the Salahaldin Province. ,The Islamic State,Harakat al-Nujaba
1641,aff,21,61,2009-00-00,Al Shabaab officially pledged allegiance to Al Qaeda.,Al Qaeda,Al Shabaab
1643,mer,61,487,2010-02-00,One faction of the Ras Kamboni Brigade formally joined Al Shabaab and ceased to exist as a separate organization. ,Al Shabaab,Ras Kamboni Brigade
1645,riv,113,109,2010-00-00,"ASWJ attacked the town of Beledweyne near the Ethiopian border, controlled by Hizbul Islam, and captured it after a two-day battle in late 2010.",Hizbul Islam ,Ahlu Sunna Wal Jama
1647,aff,21,113,2010-04-00,Hizbul Islam pledged allegiance to Al Qaeda.,Al Qaeda,Hizbul Islam 
1651,all,21,99,1991-00-00,"From 1991 to 1992, Al Qaeda's Osama bin Laden reportedly sent Islamic extremists to help AIAI organize its fighters and provide social services.",Al Qaeda,Al Ittihad Al Islamiya
1657,all,627,361,2014-07-00,"KIA was founded by Abu Mahdi al-Muhandis, who is also the commander of KH.  The two groups have close ties and often coordinate on military operations.",Kata'ib al-Imam Ali,Kata'ib Hezbollah
1659,all,627,435,2014-07-00,"Abu Mahdi al-Muhandis, the founder of KIA, was previously a top commander in the Badr Organization and has facilitated a close working relationship between the two organizations. ",Kata'ib al-Imam Ali,Badr Organization of Reconstruction and Development
1655,mer,487,113,2009-02-00,"Four Somali Islamist groups merged to form Hizbul Islam. The four original groups were the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole, also called the Anoole Forces.",Ras Kamboni Brigade,Hizbul Islam 
1661,riv,1,627,2014-09-00,"Kata'ib al-Imam Ali (KIA) released a video depicting its soldiers beheading captured Islamic State (IS) fighters in Amerli. While KIA opposes IS in Iraq, there have been no verifiably confirmed KIA attacks against IS in Syria.",The Islamic State,Kata'ib al-Imam Ali
1671,riv,1,619,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",The Islamic State,Harakat al-Nujaba
1679,riv,1,627,2015-06-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit."" While KIA opposes IS in Iraq, there have been no verifiably confirmed KIA attacks against IS in Syria.",The Islamic State,Kata'ib al-Imam Ali
1681,riv,1,435,2015-08-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit."" While the Badr Organization opposes IS in Iraq, there have been no verifiably confirmed Badr Organization attacks against IS in Syria.",The Islamic State,Badr Organization of Reconstruction and Development
1669,riv,1,629,2013-06-00,KSS has fought IS in both Iraq and Syria since its inception in May 2013.,The Islamic State,Kataib Sayyid al-Shuhada
1685,all,361,143,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Asa'ib Ahl al-Haq
1687,all,361,57,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Mahdi Army
1689,all,361,629,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Kataib Sayyid al-Shuhada
1691,all,361,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Kata'ib al-Imam Ali
1693,all,361,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Badr Organization of Reconstruction and Development
1695,all,619,143,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Asa'ib Ahl al-Haq
1697,all,619,57,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Mahdi Army
1699,all,619,629,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Kataib Sayyid al-Shuhada
1701,all,619,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Kata'ib al-Imam Ali
1703,all,619,361,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Kata'ib Hezbollah
1705,all,619,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Badr Organization of Reconstruction and Development
1707,all,143,57,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Mahdi Army
1709,all,143,629,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Kataib Sayyid al-Shuhada
1711,all,143,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Kata'ib al-Imam Ali
1713,all,143,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Badr Organization of Reconstruction and Development
1715,all,57,629,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Mahdi Army,Kataib Sayyid al-Shuhada
1717,all,57,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Mahdi Army,Kata'ib al-Imam Ali
1719,all,57,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Mahdi Army,Badr Organization of Reconstruction and Development
1721,all,629,627,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kataib Sayyid al-Shuhada,Kata'ib al-Imam Ali
1723,all,629,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kataib Sayyid al-Shuhada,Badr Organization of Reconstruction and Development
1725,all,627,435,2015-03-00,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib al-Imam Ali,Badr Organization of Reconstruction and Development
1727,riv,11,1,2008-00-00,"The Reformation and Jihad Front (RJF), of which AS Shariah is a founding member, had a long running feud with AQI over tactics. For their part, AQI often sought to sabotage RJF activities, such as reconciliation talks with the Iraqi government. ",Ansar al-Sunna Shariah,The Islamic State
1729,riv,11,1,2008-00-00,"The Reformation and Jihad Front (RJF), of which AS Shariah is a founding member, had a long running feud with AQI over tactics. For their part, AQI often sought to sabotage RJF activities, such as reconciliation talks with the Iraqi government. ",Ansar al-Sunna Shariah,The Islamic State
1731,riv,143,57,2008-00-00,AAH conducted a assassination campaign against high level Sadrist leaders.  The most high profile assassination was that of Sadrist parliamentarian Saleh al- Ugaili in 2008.,Asa'ib Ahl al-Haq,Mahdi Army
1733,riv,143,57,2008-00-00,AAH conducted a assassination campaign against high level Sadrist leaders.  The most high profile assassination was that of Sadrist parliamentarian Saleh al- Ugaili in 2008.,Asa'ib Ahl al-Haq,Mahdi Army
1735,riv,143,57,2010-00-00,Violent clashes between AAH troops and Sadrist supporters increased after Qais al-Khazali's release from prison in 2010.,Asa'ib Ahl al-Haq,Mahdi Army
1739,spl,65,631,2011-00-00,The Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) split from Al Qaeda in the Islamic Maghreb (AQIM) in 2011.   MUJAO founders Ahmed el-Tilemsi and Hamad el-Khairy  allegedly split from AQIM  because of a lack of black Africans and surplus of Algerians in leadership roles in AQIM.,Al Qaeda in the Islamic Maghreb,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO)
1741,mer,611,613,2013-08-00,"After multiple coordinated attacks in Mali, Niger and Algeria, in August 2013, the Those Who Sign in Blood Brigade and MUJAO merged together into a new organization called Al Murabitoun.",The Those Who Sign in Blood Brigade,Al Murabitoun
1743,mer,631,613,2013-08-00,"After multiple coordinated attacks in Mali, Niger and Algeria, in August 2013, the Those Who Sign in Blood Brigade and MUJAO merged together into a new organization called Al Murabitoun.",Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),Al Murabitoun
1753,all,437,439,2012-03-00,"The MNLA and Ansar Dine worked as allies in their invasion of northern Mali in March and April of 2012, along with AQIM and MUJAO.  As the MNLA seized new territory, Ansar Dine, as a sort of parasitic ally, would enter the territory to help occupy it, but then attempt to take over leadership of the area from the MNLA to accomplish its goal of installing Shariah law.",Ansar Dine,National Movement for the Liberation of Azawad
1749,riv,437,439,2012-06-00,"In April 2012, Ansar Dine, along with AQIM and MUJAO, ended their collective alliances with the MNLA, because the MNLAs objective, to establish a secular and independent state in northern Mali, strongly contradicted Ansar Dine, AQIM and MUJAOs aims to create a united Malian state governed by Shariah law.  Shortly after, the groups began to target the MNLA.",Ansar Dine,National Movement for the Liberation of Azawad
1751,all,631,439,2012-03-00,"Following the coup that overthrew the Malian government, MUJAO, in collaboration with the Movement for the Liberation of Azawad (MNLA), AQIM, and Ansar Dine, took advantage of the lack of rule of law and invaded northern Mali together in March and April 2012.",Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),National Movement for the Liberation of Azawad
1755,riv,631,439,2012-06-00,"Once territory was established, MUJAO, AQIM and Ansar Dine ended their collective alliances with the MNLA, because the MNLAs objective, to establish a secular and independent state in northern Mali, strongly contradicted their aims to create a united Malian state governed by Shariah law. ",Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),National Movement for the Liberation of Azawad
1757,all,631,65,2012-04-00,MUJAO and AQIM worked as allies in the takeover and occupation of northern Mali following the coup in March of 2012.  Some journalists reported that AQIM and MUJAO settled any lasting tensions from their separation with one another in a peace brokered by Ansar Dine during their invasion of the north in 2012.,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),Al Qaeda in the Islamic Maghreb
1759,all,439,65,2012-03-00,"In March 2012, Al Qaeda in the Islamic Maghreb (AQIM) coordinated with the MNLA, MUJAO and Ansar Dine to take advantage of the lack of rule of law caused by the coup to invade northern Mali in order to defeat the Malian security forces and occupy the region.",National Movement for the Liberation of Azawad,Al Qaeda in the Islamic Maghreb
1761,riv,65,439,2012-03-00,"AQIM, along with Ansar Dine and MUJAO, ended their collective alliances with the MNLA, because the MNLAs objective, to establish a secular and independent state in northern Mali, strongly contradicted Ansar Dine, AQIM and MUJAOs aims to create a united Malian state governed by Shariah law.  Shortly after, the groups began to target the MNLA.",Al Qaeda in the Islamic Maghreb,National Movement for the Liberation of Azawad
1763,all,611,631,2012-12-00,"MUJAO and the Those Who Sign in Blood Brigade allied together during the occupation of northern Mali, when the Those Who Sign in Blood Brigade was operating semi-autonomously under AQIM.  After the group officially left AQIM, the Those Who Sign in Blood Brigade and MUJAO coordinated multiple attacks together, in May of 2013.",The Those Who Sign in Blood Brigade,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO)
1765,all,631,437,2011-12-00,"Following the coup that overthrew the Malian government in March 2012, MUJAO, in collaboration with Ansar Dine, AQIM, and  the Movement for the Liberation of Azawad (MNLA), took advantage of the lack of rule of law and invaded northern Mali together.  Later, both MUJAO and Ansar Dine decided to end their alliances with the MNLA and coordinated attacks against the group together.",Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),Ansar Dine
1767,aff,643,437,2015-01-00,The FLM was allegedly created to be an affiliate to Ansar Dine for coordination of its operations in central and southern Mali.,The Macina Liberation Front,Ansar Dine
1769,mer,613,65,12/4/15,"On December 4, 2015, AQIM leader Abdelmalek Droukdel announced that Al Murabitoun would merge into AQIM.  Al Murabitoun released statements that the unification was meant to maintain unity against the occupying Crusader enemy.",Al Murabitoun,Al Qaeda in the Islamic Maghreb
